"sample","Date_num","lat","long","PA24d","POGly","POMet","PasHay24d","PasHayClo","PasHayFlu","PasHayGly","PasHayMcpa","PasHayMet","PO24d_l","POGly_l","POMet_l","PasHay24d_l","PasHayClo_l","PasHayFlu_l","PasHayGly_l","PasHayMcpa_l","PasHayMet_l","AvgT_R","AvgT_G","AvgT_B","SMaPercSat","SMaPercSatU","SMcVSM","SMcVSMU","SMpVSM","SMpVSMU","S1CRDH_VH","S1CRDH_VV","S1CRDM_HH","S1CRDM_HV","S2L2AB01","S3OLCI681","S3OLCI685","AI335","AI335P","AI340","AI340P","AI354","AI354P","AImH","AImHP","AImP","AImPP","CH4bcorrmr","CH4mr","CH4mrP","CLgCBH","CLgCBHP","CLgCBP","CLgCBPP","CLgCF","CLgCFP","CLgCOT","CLgCOTP","CLgCTH","CLgCTHP","CLgCTP","CLgCTPP","COtccorr","COtc","COtcP","HCOHgFVC","HCOHgFVCP","NO2gAMF","NO2gAMFtrop","NO2gAMFtc","NO2gAMFtcp","NO2gAMFtcpk","O3gOVC","O3gOVCP","SO2gVC","SO2gVCP","TotalPrecipitation","ERA5windU","ERA5windV","ERA5_2mdt","ERA5mslp","ERA5_2mt","ERA5sp","ERA5totp","ERA5strd","ERA5max2mt","ERA5min2mt","ERA5st1","ERA5st2","ERA5st3","ERA5st4","ERA5vswl1","ERA5vswl2","ERA5hvc","ERA5hLAI","ERA5lLAI","ERA5skint","mERA5windU","mERA5windV","mERA5_2mdt","mERA5mslp","mERA5_2mt","mERA5sp","mERA5totp","mERA5ssrd","mERA5strd","mERA5snow_rate","mERA5snow","mERA5stl1","mERA5stl2","mERA5stl3","mERA5stl4","mERA5vswl1","mERA5vswl2","mERA5hLAI","mERA5lLAI","mERA5lvc","mERA5skint","mERA5snowD","SMaDNF","SMaF","SMaSmode","SMaSens","SMatO","SMcDNF","SMcF","SMcFBI","SMcSmode","SMcSens","SMctO","SMpDNF","SMpF","SMpfID","SMpSmode","SMptO","NO2gTLI","ERA5prect","ERA5stype","ERA5lvg","mERA5stype","mERA5hvc","Bio_1","Bio_2","Bio_3","Bio_4","Bio_5","Bio_6","Bio_7","Bio_8","Bio_9","Bio_10","Bio_11","Bio_12","Bio_13","Bio_14","Bio_15","Bio_16","Bio_17","Bio_18","Bio_19"
"FR_Her_Sai_1_2021-06-10",18788,43.709061,3.848005,0.08438312,0.3969281,6.44227e-09,0.02762464,0.0002155993,0.0005534649,0.02923885,0.0005274464,0.000438862,0.07319497,0.3236937,6.44227e-09,0.01943956,0.000148244,0.0004018981,0.01891207,0.000392397,0.0003600096,244,153,0,58.10116,13.82123,0.372305,0.009189593,0.44,0.03316017,97,210,600.4280324138,252.856915782835,4783.04353509326,7718,23569,-0.9875751,0.04148756,-2.927821,2.621043,-2.05922,2.814238,428.429791743688,2.17537671208101,97075.7873776729,24.3528119062868,1881.835,1883.236,1.78381,1150.52,153.7475,89260.28,4.092503,0.1087556,1.64112e-08,4.816232,1.000015,2150.52,153.7475,79573.18,4.092503,0.03153118,0.03219474,0.0008718683,0.0001558142,1.850728e-05,1.806562,1.25685,2.126242e-05,9.634748e-06,8.645504e-06,0.1472508,0.0008488944,-0.0003052535,0.000160537,0.000513335148756611,1.668149,-2.3077908,285.5984,101883.81,292.58887,100076.69,0,1199628,293.1809,292.55908,293.66382,294.90674,290.729,286.48584,0.16635072,0.170757,0.68026733,3.0261831,2.2476816,292.4309,0.33139223,-0.34613395,287.69092,101645.125,295.57446,99836.75,0.001482164,24403580,30763628,0,0,295.67236,294.70654,292.08008,287.35376,0.19119751,0.17448509,3.020362,2.2438393,0.30209863,295.71387,0,2,0,1,768,18261.142361111,2,0,18,1,544,18261.0988456584,2,0,16,1,18261.0802273182,16,0,3,0.30209863,3,0.68026733,14.3118333816528,9.20300006866455,35.5602798461914,604.070495605469,28.6079998016357,2.7279999256134,25.8799991607666,10.8839998245239,22.0786666870117,22.0786666870117,7.35599994659424,662,100,21,34.8544425964355,224,99,99,187
"FR_Ill_Sai_1_2017-07-22",17369,48.13,-1.58,0.2636235,0.8606653,6.161711e-09,0.02871134,0.0004217745,0.0004363114,0.02737155,0.001238723,0.0006975012,0.2489048,0.7918913,6.161711e-09,0.0191071,0.0002818206,0.0002956903,0.01703327,0.001031002,0.0005578017,234,40,0,66.9613,11.17924,0.2693107,0.01983847,0.5229816,0.04197543,342,226,600.428035192139,252.856916953284,10166,3135,14775,0.7845738,0.02677967,-1.675981,2.542392,-1.268611,2.618089,439.90301950261,2.20936931447133,96948.5439609374,24.7090794672965,1879.17065731907,1871.18081703308,2.30185791947085,959.6579,0.05891469,92412.76,0.0006998057,0.6111409,6.391922e-09,8.995158,1.001671,1959.658,0.05891469,81591.59,0.00142903,0.0284676920672195,0.0317206034256547,0.000776238092350837,3.46571e-05,4.174857e-05,1.986316,1.274675,1.453248e-05,1.36282e-05,1.331465e-05,0.1267746,0.0006703393,-0.0009174381,0.0006931407,6.86991277146394e-05,3.0512543,1.3948708,286.0232,100889.56,287.07275,99973.56,0.00028503663,1289879,288.5547,287.9651,289.5752,291.80884,291.9204,288.74268,0.25282466,0.20545614,0.65740967,2.0929365,2.5318375,287.04468,1.6337891,0.043784406,286.93555,101591.81,292.136,100678,0.0012268571,18745880,31278108,0,0,292.79346,292.5481,291.37207,288.25708,0.25218123,0.22370356,2.1017523,2.5419884,0.3396653,293.17676,0,2,0,1,256,17368.847222222,2,0,2,1,256,17368.847222222,0,0,16,1,-3440586.5,16,0,3,0.3396653,3,0.65740967,11.3393335342407,8.08399963378906,38.4512939453125,487.300659179688,23.3880004882812,2.36400008201599,21.0240001678467,8.78866672515869,17.4446678161621,17.4446678161621,5.66466665267944,728,84,44,19.30322265625,228,142,142,197
"FR_Ill_Sai_1_2017-09-16",17425,48.13,-1.58,0.2636235,0.8606653,6.161711e-09,0.02871134,0.0004217745,0.0004363114,0.02737155,0.001238723,0.0006975012,0.2489048,0.7918913,6.161711e-09,0.0191071,0.0002818206,0.0002956903,0.01703327,0.001031002,0.0005578017,234,40,0,55.39534,11.17924,0.2536523,0.01304992,0.5229816,0.04197543,342,226,600.428035192139,252.856916953284,10166,3135,14775,0.7845738,0.02677967,-1.675981,2.542392,-1.268611,2.618089,439.90301950261,2.20936931447133,96948.5439609374,24.7090794672965,1879.17065731907,1871.18081703308,2.30185791947085,959.6579,0.05891469,92412.76,0.0006998057,0.6111409,6.391922e-09,8.995158,1.001671,1959.658,0.05891469,81591.59,0.00142903,0.0284676920672195,0.0317206034256547,0.000776238092350837,3.46571e-05,4.174857e-05,1.986316,1.274675,1.453248e-05,1.36282e-05,1.331465e-05,0.1267746,0.0006703393,-0.0009174381,0.0006931407,6.86991277146394e-05,1.437746,-0.96304023,281.2859,101404.625,281.78027,100470.875,2.4784276e-07,1097358,282.28345,282.1106,284.01562,287.1438,289.3191,290.42407,0.3730346,0.34300143,0.65740967,1.9673443,2.4262733,281.7893,2.0342083,0.64923817,284.59058,101630.625,287.69067,100708.75,0.003543908,11409005,29517010,0,0,288.18384,288.76123,289.6753,290.29224,0.33748984,0.30689186,1.9624681,2.4255695,0.3396653,288.22412,0,1,0,2,256,17425.4583333335,3,0,19,3,288,17425.2931541237,2,0,1,1,17425.2049882906,16,0,3,0.3396653,3,0.65740967,11.3393335342407,8.08399963378906,38.4512939453125,487.300659179688,23.3880004882812,2.36400008201599,21.0240001678467,8.78866672515869,17.4446678161621,17.4446678161621,5.66466665267944,728,84,44,19.30322265625,228,142,142,197
"FR_Rho_Lyo_1_2010-07-16",14806,45.77,4.86,0.1889652,0.6247609,6.161711e-09,0.03254209,0.0005037998,0.0005320589,0.02929049,0.001055585,0.0006411261,0.1742465,0.5611103,6.161711e-09,0.02293784,0.0003638458,0.0003914377,0.0189522,0.0008478643,0.0005162013,239,91,0,11.3224,14.76787,0.2343693,0.02819412,0.184071316195044,0.0517054484814817,102.76249029437,203.243160608231,600.428031623643,252.85691544996,4660.1618849358,5614,10504,-0.5355765,0.04165541,-1.84383,3.314269,-1.228233,3.516867,408.842809508311,2.09817890257101,97291.8776805964,23.5510491513158,1879.28697201101,1866.82871380412,2.37636166284402,2977.172,206.994,70942.72,7.627796,0.07056555,2.205853e-08,4.604915,1.000264,3977.172,206.994,62268.59,10.18989,0.02812308,0.03160961,0.0009248703,0.0002008156,0.0002235268,2.22322,1.353351,3.370549e-05,1.490277e-05,1.329098e-05,0.1288574,0.0008979298,0.003911066,0.001610908,0.000192739219421628,1.3899717,-0.75388014,285.58594,101561.5,290.93213,97883.94,0,1220198,293.0979,292.45923,292.95874,297.46167,294.677,287.69946,0.22520459,0.16428399,0.42227173,2.3428774,2.829587,291.66602,0.6940862,-1.145504,286.58008,101716.06,296.5,98039.5,0.0015189575,23193116,31233392,0,0,297.03638,296.13477,293.42188,287.67163,0.18981475,0.16160113,2.3336802,2.8212185,0.48822916,297.1377,0,2,0,1,256,14805.8680555555,2,0,2,1,256,14805.8680555555,0,0,16,1,-3440586.5,16,0,2,0.48822916,2,0.42227173,12.1726665496826,8.49666690826416,32.252758026123,660.495971679688,27.1280002593994,0.783999979496002,26.3439998626709,12.2946662902832,5.58533334732056,20.5833339691162,4.38733339309692,827,91,51,20.2037487030029,249,158,208,159
"GB_Eas_Sus_1_2021-09-01",18871,51.099767,0.164407,0.181106,0.8091404,5.676379e-09,0.02267135,0.0001824835,0.0004474881,0.02506537,0.0007318688,0.0002042191,0.171248,0.7507876,5.676379e-09,0.01545936,0.0001231358,0.0003139403,0.01596629,0.0006141702,0.0001204879,231,17,0,85.66078,11.82225,0.3534109,0.01926382,0.49,0.03645466,73,189,600.428035737693,252.856917183113,4639,6806.4922694761,23494.9991083783,0.2855446,0.04089439,0.1627067,1.720678,0.05284388,1.695863,432.98590717898,2.18065827074484,97024.1701308163,24.406685243194,1878.85990602547,1868.27106449941,2.34024587051017,217.0198,0.06316039,100565.5,0.0009514367,1,6.165661e-08,20.4578,1.000006,1217.02,0.06316039,89219.27,0.0009514367,0.0272627166092206,0.0318733251566108,0.00102256373616206,-1.686589e-05,3.320807e-05,2.138299,1.09934,2.565844e-05,1.346378e-05,1.244745e-05,0.1347001,0.0004804468,-0.0002681293,0.0001400009,2.28997092382166e-05,-1.9002113,-4.0136795,284.34155,103053.56,288.1411,102090.75,5.408997e-06,1289821,287.75537,287.45264,289.33105,289.5686,289.1167,288.38745,0.27680427,0.28163373,0.09838855,2.2543097,2.2740402,286.97705,0.35410434,0.53439426,286.3247,101806.375,289.54858,100863.19,0.0020226117,11913186,30121024,0,0,289.91406,289.98633,289.7495,288.79443,0.281698,0.2570967,2.2420626,2.2280226,0.90161145,289.70093,0,3,0,3,768,18260.8576388895,3,0,18,3,800,18260.9614091138,2,0,16,1,18261.0790503463,16,1,2,0.90161145,2,0.09838855,9.82966709136963,7.5620002746582,38.0535430908203,458.959075927734,21.0960006713867,1.22399997711182,19.8720016479492,5.59066677093506,13.9586668014526,15.6486673355103,4.61866664886475,764,86,44,24.364501953125,253,148,152,222
"GB_Edi_Edi_1_2021-08-29",18868,55.9323,-3.1951,0.2433095,1.084243,5.676379e-09,0.02017308,0.0001224302,0.0002975717,0.02198697,0.0008682028,0.0002520181,0.2340179,1.02589,5.676379e-09,0.01464965,7.245031e-05,0.0002031642,0.01323446,0.0007505043,0.0001888072,214,0,41,82.86773,5.582944,0.3102942,0.008282554,0.55,0.04589575,267.114878737534,912.072904144392,600.428043713155,252.856920542989,3979.1738780959,2040.00006243952,12840.0001751811,0.4574429,0.02733934,-1.603371,1.968456,-1.392915,1.954373,452.044556803009,2.23321184837931,96810.9051102991,24.9461603260296,1877.96287906017,1868.12238707386,2.35407341957104,175.543,0.01992348,100707.6,0.0002898953,1,2.402346e-07,14.8876,1.000001,1175.543,0.01992348,89822.42,0.0002898953,0.036051689752229,0.04525747,0.0004261039,1.999229e-05,8.995315e-07,1.773984,0.7422683,2.245873e-05,2.248233e-05,2.202906e-05,0.1351902,0.0005588664,0.0001604755,9.016102e-05,4.29369548216527e-05,-1.4855337,-0.70214814,282.97534,102912.31,284.6211,100925.125,0,1170237,285.0901,284.77637,286.08813,287.98975,287.36328,285.68604,0.33592236,0.36794823,0.43518066,2.1963072,2.7987852,284.32422,0.44579023,0.5508193,284.74976,101538.19,287.83643,99589.375,0.0021633278,13003246,29545948,0,0,288.19946,287.79468,287.2837,285.19653,0.3823443,0.37633097,2.2442036,2.8315907,0.32281435,287.8816,0,2,0,1,768,18260.857638889,2,0,18,1,544,18260.907838969,2,0,16,1,18261.0785955275,16,0,4,0.32281435,4,0.43518066,8.70849990844727,7.1269998550415,38.2842712402344,426.690399169922,19.2919998168945,0.675999999046326,18.6159992218018,12.0520000457764,5.44799995422363,14.2613334655762,3.8840000629425,657,67,41,13.4474782943726,184,137,167,163
"GB_Edi_Edi_1_2021-10-04",18904,55.9324,-3.1952,0.2433095,1.084243,5.676379e-09,0.02017308,0.0001224302,0.0002975717,0.02198697,0.0008682028,0.0002520181,0.2340179,1.02589,5.676379e-09,0.01464965,7.245031e-05,0.0002031642,0.01323446,0.0007505043,0.0001888072,214,0,41,82.86773,5.582944,0.3102942,0.008282554,0.55,0.04589575,267.114878738483,912.072904149104,600.428043713155,252.856920542989,3979.1738780966,2040,12840,0.4574429,0.02733934,-0.7220745,2.980925,-0.4864927,3.166661,452.044556803012,2.23321184837931,96810.905110299,24.9461603260297,1877.96287906017,1868.12238707386,2.35407341957104,44.0742,379.8583,98887.47,2.291756,0.1309146,2.078222e-07,15.23167,1.000689,487.4267,379.8583,94658.4,2.291756,0.03605169,0.03337663,0.001153863,1.920858e-05,7.628273e-06,2.030341,0.887891,3.419336e-05,1.928166e-05,1.802818e-05,0.1420803,0.0008246064,-3.624129e-05,0.0003304354,4.29369548216527e-05,4.1646175,3.5048466,280.75073,99645.06,282.79614,97706,2.5341014e-06,1108372,282.60034,282.49048,282.70947,283.44727,285.2307,286.30615,0.43808973,0.44259298,0.43518066,2.0984516,2.7321596,281.5459,2.5823479,2.3524303,281.6001,100800.19,283.94482,98843.125,0.004357148,4261714,28071324,0,0,283.80396,283.7002,284.6377,285.95117,0.4407137,0.43753153,2.095233,2.7296143,0.32281435,283.04492,0,2,0,1,768,18260.857638889,2,0,18,1,544,18260.907838969,2,0,16,1,18261.0785955275,16,1,4,0.32281435,4,0.43518066,8.70849990844727,7.1269998550415,38.2842712402344,426.690399169922,19.2919998168945,0.675999999046326,18.6159992218018,12.0520000457764,5.44799995422363,14.2613334655762,3.8840000629425,657,67,41,13.4474782943726,184,137,167,163
"GB_Ken_Ken_1_2019-09-16",18155,51.351161,0.184561,0.1881427,0.8385579,5.676379e-09,0.02387183,0.0002069731,0.0004903917,0.02621369,0.0007664765,0.00022739,0.1782847,0.7792261,5.676379e-09,0.01665984,0.0001476254,0.000356844,0.01711462,0.0006487779,0.0001434933,238,73,0,48.37427,20.05425,0.2774262,0.01082153,0.34,0.04073508,79.1385398755105,191.39322212447,600.428035785338,252.856917203185,5567,6893.97685589778,23522.7474535281,-0.865675,0.04876645,-0.3395477,1.979704,-0.1520284,1.959499,433.132427534375,2.18106463026812,97022.5386540914,24.4109174155536,1878.8533803092,1868.26346449605,2.34041621561956,4336.072,83.8428,60033.36,4.499868,0.8290738,9.346299e-06,112.1414,1.049515,5336.072,83.8428,52812.04,5.537643,0.027250259626203,0.0318452862495424,0.00103572925585142,-0.000152845,0.0002254709,0.6693057,0.05134774,0.0008096359,0.0003499093,0.0003101872,0.1141322,0.0005810266,-0.002677573,0.004244134,3.72120275120985e-05,2.2378712,-0.8461869,286.83716,102184.5,288.7141,101337.75,8.6397704e-05,1240016,289.1914,288.82056,289.45874,290.6377,289.32568,289.29956,0.20199537,0.19276774,0.4946308,2.0736446,2.2856922,287.92163,1.7652149,0.97833604,283.93164,101750.125,288.23877,100900.06,0.00249036,11915325,28945262,0,0,288.71558,289.0503,289.46362,289.28198,0.23979199,0.21767056,2.0722961,2.2836676,0.5053692,288.6836,0,2,0,1,768,18154.8506944445,2,0,18,1,800,18155.0416804445,2,0,16,1,18155.121217879,18,0,2,0.5053692,2,0.4946308,9.77283382415771,7.84500026702881,38.1343574523926,476.275085449219,21.5960006713867,1.02400004863739,20.57200050354,5.3013334274292,14.1026668548584,15.8586664199829,4.36333322525024,689,74,43,19.4284896850586,217,144,147,190
"GB_Lei_Lut_1_2014-10-20",16363,52.433592,-1.102667,0.3498469,1.161691,6.502316e-09,0.02137895,0.0004062164,0.0002770922,0.02363934,0.001695911,0.0004100339,0.3343146,1.072651,6.502316e-09,0.01361677,0.0002818386,0.0001721894,0.0131451,0.001414388,0.000305526,179,3,134,44.7605144675568,13.1351914860846,0.3354049,0.007099316,0.3958243,0.05321978,105,117,600.428037462185,252.856917909601,1366,2320,30058,-0.0880136,0.04619908,-1.659658,2.620498,-1.275508,2.596447,439.044332713095,2.19879514123624,96956.795263511,24.5951966305867,1878.66655419644,1868.42718705967,2.3409934473159,610.027,259.428,96784.76,1.95886,0.6042103,3.183646e-07,13.32873,1.015716,1610.027,259.428,85285.65,5.169965,0.02072915,0.03364665,0.0006939592,7.493498e-05,0.0001029161,1.043641,0.5837653,5.13782e-05,3.372805e-05,3.212464e-05,0.1191514,0.0006417559,-0.007564795,0.00346249,0.000146939800945201,5.807494,2.3506775,283.83398,101390.75,285.9121,99994.81,6.6689636e-06,1197673,285.80615,285.74146,286.6057,287.42603,286.5005,287.5879,0.42220122,0.42241895,0.055500746,2.3682928,1.6364403,285.25195,1.761342,2.5640163,282.98438,101091.06,285.42456,99697,0.0024288755,5679965,28536596,0,0,285.54224,285.74854,286.60254,287.70605,0.40950245,0.38832206,2.3676682,1.6299257,0.94449925,285.07666,0,0,0,1,768,-3440586.5,2,0,17,3,32,16363.1326416014,2,0,1,1,16363.2317375243,16,1,4,0.94449925,4,0.055500746,9.14916706085205,7.85433340072632,38.3362617492676,467.333282470703,20.9519996643066,0.464000016450882,20.4879989624023,4.71133327484131,5.52266645431519,15.1499996185303,3.82800006866455,664,64,45,10.8463325500488,185,143,169,169
"GB_Nor_Mar_1_2015-07-07",16623,52.4608,-0.959,0.351779,1.14948,6.502316e-09,0.0232252,0.000436815,0.0003155884,0.02474225,0.00164436,0.0003927262,0.3362468,1.07913,6.502316e-09,0.01329741,0.0002891246,0.0001695753,0.01383249,0.001425156,0.0002880543,231,20,0,42.76815,13.16545,0.3001548,0.006637701,0.394109565465901,0.0533384706395804,59,218,600.428037458791,252.856917908171,1375,5425,25314,0.8091225,0.04385674,-1.804355,2.860946,-1.33216,2.872991,439.030723590196,2.19875080164362,96956.9464165376,24.5947370029895,1878.66679101674,1868.42541046162,2.34100945645948,807.4366,56.27338,94409.45,0.5624046,0.458313,2.188528e-07,9.827626,1.00803,1807.437,56.27338,83195.58,1.258936,0.0210764272317215,0.03541083,0.0007189527,7.73815e-05,0.0001039002,1.092143,0.6318363,4.577112e-05,3.119373e-05,2.982028e-05,0.119596,0.0007079985,-0.01186825,0.004538044,0.000146939800945201,1.5306149,5.3633585,284.06616,101200.81,288.73975,99861.125,0,1180361,288.76392,288.38232,289.7583,290.18872,288.781,283.73755,0.36794025,0.29864347,0.055500746,2.4364862,2.0990925,287.29395,2.4347143,1.0113192,283.9265,101336.25,289.4651,99992.25,0.0028042202,17009988,29623772,0,0,290.0747,289.66162,288.2932,284.47363,0.37110025,0.3179593,2.4240913,1.9237309,0.94449925,289.76074,1.7508064e-06,1,0,2,256,16623.451388889,3,0,19,3,288,16623.1448028758,0,0,16,1,-3440586.5,16,0,4,0.94449925,4,0.055500746,9.25650024414062,7.8216667175293,38.2290649414062,467.011169433594,21.0559997558594,0.596000015735626,20.4599990844727,4.82000017166138,5.62133312225342,15.2366666793823,3.9300000667572,636,60,42,10.4756555557251,174,137,165,158
"GB_Nor_Mar_1_2016-10-23",17097,52.46,-0.959,0.351779,1.14948,6.502316e-09,0.0232252,0.000436815,0.0003155884,0.02474225,0.00164436,0.0003927262,0.3362468,1.07913,6.502316e-09,0.01329741,0.0002891246,0.0001695753,0.01383249,0.001425156,0.0002880543,231,20,0,46.61728,13.16545,0.300155769476831,0.00663772970081238,0.394109565653517,0.0533384706125706,61,100,600.428037458791,252.856917908171,1429,5425,25314,0.8091225,0.04385674,-1.804355,2.860946,-1.33216,2.872991,439.03072358757,2.19875080163676,96956.946416567,24.5947370029186,1878.66679101688,1868.42541046187,2.34100945645493,807.4366,56.27338,94409.45,0.5624046,0.458313,2.188528e-07,9.827626,1.00803,1807.437,56.27338,83195.58,1.258936,0.0210764272119419,0.03541083,0.0007189527,7.73815e-05,0.0001039002,1.092143,0.6318363,4.577112e-05,3.119373e-05,2.982028e-05,0.119596,0.0007079985,-0.01186825,0.004538044,0.000146939800945201,-0.8339521,-2.7831736,277.91162,101492.44,278.40894,100110.94,0,980664,278.8772,278.72998,280.64746,283.10986,285.09058,287.56738,0.42393512,0.41952276,0.055500746,2.40168,1.6083822,277.2937,-0.643834,-0.74868584,281.23218,102169.375,283.59644,100793.31,0.0010025988,6501649,27377278,0,0,284.0371,284.51392,285.92334,287.81665,0.42051136,0.4098013,2.398553,1.5638046,0.94449925,283.23828,1.5131924e-05,3,0,3,768,17097.138888889,3,16,2,3,768,-3440586.5,0,0,16,1,-3440586.5,16,1,4,0.94449925,4,0.055500746,9.25650024414062,7.8216667175293,38.2290649414062,467.011169433594,21.0559997558594,0.596000015735626,20.4599990844727,4.82000017166138,5.62133312225342,15.2366666793823,3.9300000667572,636,60,42,10.4756555557251,174,137,165,158
"GB_Nor_Mar_1_2017-10-10",17449,52.46086111,0.95902778,0.3217602,1.065095,6.502316e-09,0.02984675,0.0005383443,0.000496063,0.02904348,0.001510284,0.0006078338,0.306228,0.9791675,6.502316e-09,0.0197116,0.000390654,0.0003476686,0.01813372,0.001241391,0.0004524946,231,17,0,57.1576,14.47794,0.2429353,0.01152465,0.391227390500233,0.0496347912884193,104.067394321897,212.02675564624,600.428036829607,252.856917643111,4159,11995,24030,-0.01895419,0.04709989,-1.836311,3.227524,-1.372881,3.28956,436.695722593755,2.19083717210335,96982.9324245809,24.5133246373942,1878.69313370822,1867.96996966595,2.34574363207361,58.31886,71.47575,100805,0.05159471,0.1957478,1.488552e-07,6.765455,1.001411,251.1831,71.47575,100805,0.2222217,0.0263866457240067,0.02911743,0.001722589,1.945786e-05,3.792663e-05,2.462871,1.690849,1.594056e-05,1.384257e-05,1.347044e-05,0.1326021,0.0008385008,-0.002192104,0.003298082,0.000110681927984697,2.5006933,2.1147833,282.90308,101466,284.0144,100967.375,5.5505467e-07,1170910,284.1067,284.03662,284.37842,285.36548,286.6587,288.2649,0.31171054,0.29620796,0.47268593,2.055519,1.8476782,283.073,3.369752,1.7902594,282.8435,101660.56,285.8877,101161.625,0.0013383874,6095777,28621250,0,0,285.88965,286.22803,287.06787,288.10864,0.31243908,0.30733,2.0697174,1.8840132,0.52731407,285.5647,0,2,0,1,256,17448.8819444445,2,0,18,3,288,17449.0216846941,0,0,16,1,-3440586.5,16,1,2,0.52731407,2,0.47268593,9.68633365631104,7.71533346176147,37.7019805908203,478.486145019531,21.3759994506836,0.912000000476837,20.4639987945557,7.33599996566772,5.91200017929077,15.7719993591309,4.21533346176147,626,64,40,13.5829477310181,181,131,158,153
"GB_Nor_Mar_2_2017-10-10",17449,52.46086111,0.95902778,0.3217602,1.065095,6.502316e-09,0.02984675,0.0005383443,0.000496063,0.02904348,0.001510284,0.0006078338,0.306228,0.9791675,6.502316e-09,0.0197116,0.000390654,0.0003476686,0.01813372,0.001241391,0.0004524946,231,17,0,57.1576,14.47794,0.2429353,0.01152465,0.391227390500233,0.0496347912884193,104.067394321897,212.02675564624,600.428036829607,252.856917643111,4159,11995,24030,-0.01895419,0.04709989,-1.836311,3.227524,-1.372881,3.28956,436.695722593755,2.19083717210335,96982.9324245809,24.5133246373942,1878.69313370822,1867.96996966595,2.34574363207361,58.31886,71.47575,100805,0.05159471,0.1957478,1.488552e-07,6.765455,1.001411,251.1831,71.47575,100805,0.2222217,0.0263866457240067,0.02911743,0.001722589,1.945786e-05,3.792663e-05,2.462871,1.690849,1.594056e-05,1.384257e-05,1.347044e-05,0.1326021,0.0008385008,-0.002192104,0.003298082,0.000110681927984697,2.5006933,2.1147833,282.90308,101466,284.0144,100967.375,5.5505467e-07,1170910,284.1067,284.03662,284.37842,285.36548,286.6587,288.2649,0.31171054,0.29620796,0.47268593,2.055519,1.8476782,283.073,3.369752,1.7902594,282.8435,101660.56,285.8877,101161.625,0.0013383874,6095777,28621250,0,0,285.88965,286.22803,287.06787,288.10864,0.31243908,0.30733,2.0697174,1.8840132,0.52731407,285.5647,0,2,0,1,256,17448.8819444445,2,0,18,3,288,17449.0216846941,0,0,16,1,-3440586.5,16,1,2,0.52731407,2,0.47268593,9.68633365631104,7.71533346176147,37.7019805908203,478.486145019531,21.3759994506836,0.912000000476837,20.4639987945557,7.33599996566772,5.91200017929077,15.7719993591309,4.21533346176147,626,64,40,13.5829477310181,181,131,158,153
"GB_Nor_Mar_3_2017-10-10",17449,52.46086111,0.95902778,0.3217602,1.065095,6.502316e-09,0.02984675,0.0005383443,0.000496063,0.02904348,0.001510284,0.0006078338,0.306228,0.9791675,6.502316e-09,0.0197116,0.000390654,0.0003476686,0.01813372,0.001241391,0.0004524946,231,17,0,57.1576,14.47794,0.2429353,0.01152465,0.391227390500233,0.0496347912884193,104.067394321897,212.02675564624,600.428036829607,252.856917643111,4159,11995,24030,-0.01895419,0.04709989,-1.836311,3.227524,-1.372881,3.28956,436.695722593755,2.19083717210335,96982.9324245809,24.5133246373942,1878.69313370822,1867.96996966595,2.34574363207361,58.31886,71.47575,100805,0.05159471,0.1957478,1.488552e-07,6.765455,1.001411,251.1831,71.47575,100805,0.2222217,0.0263866457240067,0.02911743,0.001722589,1.945786e-05,3.792663e-05,2.462871,1.690849,1.594056e-05,1.384257e-05,1.347044e-05,0.1326021,0.0008385008,-0.002192104,0.003298082,0.000110681927984697,2.5006933,2.1147833,282.90308,101466,284.0144,100967.375,5.5505467e-07,1170910,284.1067,284.03662,284.37842,285.36548,286.6587,288.2649,0.31171054,0.29620796,0.47268593,2.055519,1.8476782,283.073,3.369752,1.7902594,282.8435,101660.56,285.8877,101161.625,0.0013383874,6095777,28621250,0,0,285.88965,286.22803,287.06787,288.10864,0.31243908,0.30733,2.0697174,1.8840132,0.52731407,285.5647,0,2,0,1,256,17448.8819444445,2,0,18,3,288,17449.0216846941,0,0,16,1,-3440586.5,16,1,2,0.52731407,2,0.47268593,9.68633365631104,7.71533346176147,37.7019805908203,478.486145019531,21.3759994506836,0.912000000476837,20.4639987945557,7.33599996566772,5.91200017929077,15.7719993591309,4.21533346176147,626,64,40,13.5829477310181,181,131,158,153
