# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG4645	FBgn0030435	FBtr0346316	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4646	FBgn0033810	FBtr0087764	protein_coding	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4646	FBgn0033810	FBtr0345470	protein_coding	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4650	FBgn0032549	FBtr0301695	protein_coding	0	0	3	155	0	0	0	101	0	0	3	0	0	0	0	0	0	0	0	0	54
CG4650	FBgn0032549	FBtr0343710	protein_coding	0	0	0	158	3	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	54
CG4653	FBgn0030776	FBtr0074321	protein_coding	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4658	FBgn0032170	FBtr0079885	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4658	FBgn0032170	FBtr0079886	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4658	FBgn0032170	FBtr0079887	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4658	FBgn0032170	FBtr0343738	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4658	FBgn0032170	FBtr0343739	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4660	FBgn0029839	FBtr0070886	protein_coding	0	0	0	17	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	1
CG4661	FBgn0030429	FBtr0073699	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CG4662	FBgn0038735	FBtr0083813	protein_coding	0	1	1	144	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	1	96
CG4662	FBgn0038735	FBtr0083814	protein_coding	0	1	1	144	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	1	96
CG4662	FBgn0038735	FBtr0301116	protein_coding	0	1	1	144	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	1	96
CG4662	FBgn0038735	FBtr0335008	protein_coding	0	1	1	144	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	1	96
CG4662	FBgn0038735	FBtr0335009	protein_coding	0	1	1	144	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	1	96
CG4662	FBgn0038735	FBtr0335010	protein_coding	0	1	1	144	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	1	96
CG4666	FBgn0029838	FBtr0070887	protein_coding	0	2	0	15	0	0	1	12	0	1	0	0	0	0	0	0	0	0	0	2	1
CG4666	FBgn0029838	FBtr0345900	protein_coding	0	2	0	16	0	0	1	12	0	1	0	0	0	0	0	0	0	0	0	2	2
CG4669	FBgn0035598	FBtr0077171	protein_coding	0	0	1	93	0	0	0	60	0	0	1	0	0	0	0	0	0	0	0	0	33
CG4676	FBgn0033815	FBtr0087743	protein_coding	1	1	1	35	0	0	0	22	0	0	1	0	0	0	0	1	0	0	0	1	13
CG4678	FBgn0030778	FBtr0300032	protein_coding	0	0	0	39	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0300033	protein_coding	0	0	0	39	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0300034	protein_coding	0	0	0	37	1	0	0	5	0	26	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0300035	protein_coding	0	0	0	37	1	0	0	5	0	26	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0308847	protein_coding	0	0	0	39	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0339827	protein_coding	0	0	0	39	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0339828	protein_coding	0	0	0	39	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	5
CG4678	FBgn0030778	FBtr0339829	protein_coding	0	0	0	39	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	5
CG4679	FBgn0033816	FBtr0087759	protein_coding	0	0	1	64	0	0	6	15	0	0	1	0	0	0	0	0	0	0	0	0	43
CG4681	FBgn0069913	FBtr0301624	protein_coding	0	0	3	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12
CG4686	FBgn0038739	FBtr0083816	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4686	FBgn0038739	FBtr0334307	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4691	FBgn0028870	FBtr0080670	protein_coding	0	0	0	124	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	74
CG4701	FBgn0028868	FBtr0080672	protein_coding	0	0	0	136	2	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	50
CG4702	FBgn0037992	FBtr0082550	protein_coding	0	0	0	182	0	0	2	101	0	43	0	0	0	0	0	0	0	0	0	0	36
CG4702	FBgn0037992	FBtr0308292	protein_coding	0	0	0	182	0	0	2	101	0	43	0	0	0	0	0	0	0	0	0	0	36
CG4702	FBgn0037992	FBtr0308293	protein_coding	0	0	0	182	0	0	1	101	0	44	0	0	0	0	0	0	0	0	0	0	36
CG4702	FBgn0037992	FBtr0308294	protein_coding	0	0	0	182	0	0	1	101	0	44	0	0	0	0	0	0	0	0	0	0	36
CG4704	FBgn0039029	FBtr0084314	protein_coding	0	1	0	119	0	0	2	47	0	0	0	0	0	0	0	0	0	0	0	1	70
CG4704	FBgn0039029	FBtr0339138	protein_coding	0	1	0	122	0	0	12	47	0	0	0	0	0	0	0	0	0	0	0	1	63
CG4707	FBgn0035036	FBtr0072338	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4709	FBgn0032169	FBtr0079884	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4709	FBgn0032169	FBtr0343737	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4712	FBgn0033818	FBtr0087757	protein_coding	0	0	5	43	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	23
CG4712	FBgn0033818	FBtr0087758	protein_coding	0	0	5	43	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	23
CG4714	FBgn0033819	FBtr0087756	protein_coding	0	0	0	38	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	29
CG4716	FBgn0033820	FBtr0087746	protein_coding	0	0	0	51	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	23
CG4716	FBgn0033820	FBtr0087747	protein_coding	0	0	0	51	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	23
CG4716	FBgn0033820	FBtr0345471	protein_coding	0	0	0	51	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	23
CG4730	FBgn0039355	FBtr0084934	protein_coding	0	0	0	84	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	19
CG4730	FBgn0039355	FBtr0331363	protein_coding	0	0	0	84	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	19
CG4730	FBgn0039355	FBtr0331364	protein_coding	0	0	0	84	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	19
CG4733	FBgn0038744	FBtr0301117	protein_coding	0	8	1	36	0	0	2	0	0	14	1	0	0	0	0	0	0	0	0	8	20
CG4733	FBgn0038744	FBtr0308828	protein_coding	0	8	1	36	0	0	2	0	0	14	1	0	0	0	0	0	0	0	0	8	20
CG4733	FBgn0038744	FBtr0308829	protein_coding	0	8	1	37	0	0	2	0	0	14	1	0	0	0	0	0	0	0	0	8	21
CG4733	FBgn0038744	FBtr0344260	protein_coding	0	8	1	36	0	0	2	0	0	14	1	0	0	0	0	0	0	0	0	8	20
CG4734	FBgn0033826	FBtr0087754	protein_coding	0	0	0	57	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	15
CG4741	FBgn0035040	FBtr0072337	protein_coding	0	0	0	23	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18
CG4741	FBgn0035040	FBtr0304961	protein_coding	1	0	2	28	0	0	0	0	0	6	2	0	1	0	0	0	0	0	0	0	23
CG4741	FBgn0035040	FBtr0343488	protein_coding	0	2	0	11	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG4743	FBgn0039357	FBtr0084933	protein_coding	0	1	1	77	2	0	1	37	0	1	1	0	0	0	1	0	0	0	0	1	36
CG4744	FBgn0033834	FBtr0087717	protein_coding	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	28
CG4751	FBgn0032348	FBtr0080200	protein_coding	0	0	0	13	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
CG4752	FBgn0034733	FBtr0071832	protein_coding	0	1	1	76	0	0	0	34	0	10	1	0	0	0	0	0	0	0	0	1	32
CG4757	FBgn0027584	FBtr0082339	protein_coding	0	0	1	17	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	13
CG4757	FBgn0027584	FBtr0335216	protein_coding	0	0	1	17	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	13
CG4763	FBgn0034910	FBtr0072238	protein_coding	0	0	0	107	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	51
CG4766	FBgn0027546	FBtr0070891	protein_coding	0	0	0	41	1	0	5	6	0	1	0	0	0	0	0	0	0	0	0	0	28
CG4768	FBgn0030790	FBtr0074332	protein_coding	0	1	0	9	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	4
CG4768	FBgn0030790	FBtr0305899	protein_coding	0	1	0	9	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	4
CG4768	FBgn0030790	FBtr0347029	protein_coding	0	1	0	9	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	4
CG4770	FBgn0038751	FBtr0083822	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4781	FBgn0035043	FBtr0072335	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4783	FBgn0038756	FBtr0083823	protein_coding	0	0	4	100	0	0	2	42	0	0	4	0	0	0	0	0	0	0	0	0	56
CG4783	FBgn0038756	FBtr0344285	protein_coding	0	0	4	100	0	0	2	42	0	0	4	0	0	0	0	0	0	0	0	0	56
CG4788	FBgn0032354	FBtr0080202	protein_coding	0	0	0	79	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	37
CG4788	FBgn0032354	FBtr0343614	protein_coding	0	0	0	76	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	37
CG4789	FBgn0030792	FBtr0074333	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4793	FBgn0028514	FBtr0300612	protein_coding	0	0	1	107	0	0	0	68	0	0	1	0	0	0	0	0	0	0	0	0	39
CG4797	FBgn0034909	FBtr0072239	protein_coding	0	2	2	81	2	0	3	1	0	19	2	0	0	0	1	0	0	0	0	2	56
CG4806	FBgn0260456	FBtr0072332	protein_coding	0	0	1	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2
CG4813	FBgn0039013	FBtr0084326	protein_coding	0	0	0	36	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	27
CG4815	FBgn0039568	FBtr0085260	protein_coding	0	0	1	103	0	0	0	51	0	0	1	0	0	0	0	0	0	0	0	0	52
CG4820	FBgn0037876	FBtr0113221	protein_coding	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
CG4822	FBgn0031220	FBtr0078156	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CG4822	FBgn0031220	FBtr0078157	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4822	FBgn0031220	FBtr0078158	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG4822	FBgn0031220	FBtr0078159	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4822	FBgn0031220	FBtr0100307	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG4822	FBgn0031220	FBtr0100308	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4822	FBgn0031220	FBtr0100309	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG4822	FBgn0031220	FBtr0100310	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG4822	FBgn0031220	FBtr0330646	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG4825	FBgn0037010	FBtr0078214	protein_coding	0	0	3	13	0	0	0	6	0	2	3	0	0	0	0	0	0	0	0	0	5
CG4825	FBgn0037010	FBtr0331566	protein_coding	0	0	3	13	0	0	0	6	0	2	3	0	0	0	0	0	0	0	0	0	5
CG4829	FBgn0030796	FBtr0074336	protein_coding	0	0	1	39	0	0	0	2	0	30	1	0	0	0	0	0	0	0	0	0	7
CG4829	FBgn0030796	FBtr0074337	protein_coding	0	0	1	32	0	0	1	2	0	10	1	0	0	0	0	0	0	0	0	0	19
CG4829	FBgn0030796	FBtr0074338	protein_coding	0	1	1	32	0	0	1	2	0	10	1	0	0	0	1	0	0	0	0	0	19
CG4829	FBgn0030796	FBtr0112994	protein_coding	0	0	1	32	0	0	1	2	0	10	1	0	0	0	0	0	0	0	0	0	19
CG4829	FBgn0030796	FBtr0112995	protein_coding	0	0	1	39	0	0	0	2	0	30	1	0	0	0	0	0	0	0	0	0	7
CG4829	FBgn0030796	FBtr0335278	protein_coding	0	0	0	33	0	0	3	2	0	9	0	0	0	0	0	0	0	0	0	0	19
CG4830	FBgn0037996	FBtr0082625	protein_coding	0	0	1	59	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	21
CG4835	FBgn0035607	FBtr0333613	protein_coding	0	2	2	52	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	2	30
CG4836	FBgn0270925	FBtr0083826	protein_coding	0	0	0	22	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4836	FBgn0270925	FBtr0083827	protein_coding	0	0	0	22	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4836	FBgn0270925	FBtr0083828	protein_coding	0	0	0	22	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4836	FBgn0270925	FBtr0273258	protein_coding	0	0	0	22	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4836	FBgn0270925	FBtr0273259	protein_coding	0	0	0	22	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4839	FBgn0032187	FBtr0079943	protein_coding	0	1	0	65	0	0	1	5	0	43	0	0	0	0	0	0	0	0	0	1	16
CG4839	FBgn0032187	FBtr0079944	protein_coding	0	5	0	65	5	4	18	0	0	26	0	0	0	0	0	0	0	0	0	1	16
CG4842	FBgn0036620	FBtr0075384	protein_coding	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CG4847	FBgn0034229	FBtr0086933	protein_coding	0	0	0	64	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	28
CG4847	FBgn0034229	FBtr0086934	protein_coding	0	0	0	64	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	28
CG4847	FBgn0034229	FBtr0086935	protein_coding	0	0	0	64	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	28
CG4847	FBgn0034229	FBtr0086937	protein_coding	0	0	0	64	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	28
CG4849	FBgn0039566	FBtr0085257	protein_coding	0	3	2	20	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	3	2
CG4853	FBgn0034230	FBtr0086938	protein_coding	0	4	2	45	0	0	0	32	0	2	2	0	0	0	0	0	0	0	0	4	11
CG4853	FBgn0034230	FBtr0086939	protein_coding	0	4	2	45	0	0	2	32	0	0	2	0	0	0	0	0	0	0	0	4	11
CG4853	FBgn0034230	FBtr0340216	protein_coding	0	4	2	45	0	0	0	32	0	2	2	0	0	0	0	0	0	0	0	4	11
CG4854	FBgn0038766	FBtr0083830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG4858	FBgn0037011	FBtr0078210	protein_coding	0	0	0	26	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4866	FBgn0034232	FBtr0086940	protein_coding	0	16	4	56	0	0	0	38	0	3	4	0	0	0	2	0	0	0	0	15	16
CG4872	FBgn0030799	FBtr0074339	protein_coding	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
CG4880	FBgn0030803	FBtr0074342	protein_coding	0	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4880	FBgn0030803	FBtr0310519	protein_coding	0	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4882	FBgn0025336	FBtr0072225	protein_coding	0	0	0	61	0	0	1	28	0	0	0	0	0	0	0	0	0	0	0	0	32
CG4882	FBgn0025336	FBtr0343290	protein_coding	0	0	0	61	0	0	1	28	0	1	0	0	0	0	0	0	0	0	0	0	31
CG4884	FBgn0039565	FBtr0085264	protein_coding	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
CG4884	FBgn0039565	FBtr0344620	protein_coding	0	0	0	13	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4887	FBgn0031318	FBtr0077966	protein_coding	0	0	1	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CG4887	FBgn0031318	FBtr0331288	protein_coding	0	0	1	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CG4891	FBgn0028520	FBtr0080815	protein_coding	0	1	4	180	0	0	0	86	0	0	4	0	0	0	0	0	0	0	0	1	94
CG4892	FBgn0028884	FBtr0080816	protein_coding	0	3	6	221	0	1	4	95	0	0	6	0	0	0	0	0	0	0	0	2	122
CG4896	FBgn0031319	FBtr0077968	protein_coding	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4896	FBgn0031319	FBtr0308698	protein_coding	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4896	FBgn0031319	FBtr0335394	protein_coding	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4896	FBgn0031319	FBtr0335395	protein_coding	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4896	FBgn0031319	FBtr0344790	protein_coding	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
CG4901	FBgn0032194	FBtr0079947	protein_coding	0	3	0	38	0	0	2	11	0	2	0	0	0	0	0	0	0	0	0	3	23
CG4901	FBgn0032194	FBtr0445414	protein_coding	0	4	0	37	0	0	2	11	0	2	0	0	0	0	1	0	0	0	0	3	23
CG4901	FBgn0032194	FBtr0445415	protein_coding	0	3	0	38	0	0	4	11	0	2	0	0	0	0	0	0	0	0	0	3	21
CG4907	FBgn0039010	FBtr0084330	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4908	FBgn0032195	FBtr0079949	protein_coding	0	3	0	18	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	3	7
CG4908	FBgn0032195	FBtr0079950	protein_coding	0	4	0	18	0	1	2	9	0	0	0	0	0	0	0	0	0	0	0	3	7
CG4911	FBgn0035959	FBtr0076542	protein_coding	0	1	1	76	12	1	4	38	0	6	1	0	0	0	0	0	0	0	0	0	16
CG4911	FBgn0035959	FBtr0331549	protein_coding	0	1	1	76	12	1	4	38	0	6	1	0	0	0	0	0	0	0	0	0	16
CG4911	FBgn0035959	FBtr0345351	protein_coding	0	1	1	102	12	1	4	64	0	6	1	0	0	0	0	0	0	0	0	0	16
CG4914	FBgn0036436	FBtr0075712	protein_coding	0	3	1	101	0	0	0	45	0	17	1	0	0	0	0	0	0	0	0	3	39
CG4927	FBgn0034139	FBtr0100547	protein_coding	0	4	9	78	0	0	3	33	0	1	9	0	0	0	2	0	0	0	0	4	41
CG4928	FBgn0027556	FBtr0074344	protein_coding	0	0	0	71	0	0	0	2	0	49	0	0	0	0	0	0	0	0	0	0	20
CG4928	FBgn0027556	FBtr0074345	protein_coding	0	0	0	37	0	0	2	2	0	10	0	0	0	0	0	0	0	0	0	0	23
CG4928	FBgn0027556	FBtr0342973	protein_coding	0	0	0	37	0	0	2	2	0	10	0	0	0	0	0	0	0	0	0	0	23
CG4935	FBgn0028897	FBtr0080825	protein_coding	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19
CG4936	FBgn0038768	FBtr0083831	protein_coding	0	0	0	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4942	FBgn0035960	FBtr0076524	protein_coding	0	0	2	37	8	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	25
CG4945	FBgn0034137	FBtr0087098	protein_coding	2	14	2	117	0	2	8	42	0	16	2	0	0	0	2	0	2	0	0	11	52
CG4945	FBgn0034137	FBtr0087099	protein_coding	2	21	5	108	0	2	8	42	0	7	5	0	0	0	3	0	2	0	0	17	52
CG4945	FBgn0034137	FBtr0087100	protein_coding	2	21	5	108	0	2	8	42	0	7	5	0	0	0	3	0	2	0	0	17	52
CG4945	FBgn0034137	FBtr0340062	protein_coding	2	15	2	117	0	2	8	42	0	16	2	0	0	0	3	0	2	0	0	11	52
CG4949	FBgn0030813	FBtr0074381	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG4949	FBgn0030813	FBtr0343333	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG4950	FBgn0036587	FBtr0290260	protein_coding	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4950	FBgn0036587	FBtr0333562	protein_coding	0	0	0	17	5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
CG4951	FBgn0039563	FBtr0085265	protein_coding	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4951	FBgn0039563	FBtr0113298	protein_coding	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10
CG4953	FBgn0032204	FBtr0079984	protein_coding	0	1	2	22	5	0	0	17	0	0	2	0	0	0	0	0	0	0	0	1	0
CG4955	FBgn0030814	FBtr0074382	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4956	FBgn0039370	FBtr0084920	protein_coding	0	1	2	74	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	1	58
CG4957	FBgn0032205	FBtr0079985	protein_coding	0	6	3	16	0	0	3	4	0	0	3	0	0	0	0	0	0	0	0	6	9
CG4960	FBgn0039371	FBtr0084919	protein_coding	0	0	0	44	1	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	7
CG4960	FBgn0039371	FBtr0346108	protein_coding	0	0	0	53	1	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	7
CG4962	FBgn0036597	FBtr0075471	protein_coding	0	4	0	73	11	0	0	25	0	0	0	0	0	0	0	0	0	0	0	4	37
CG4968	FBgn0032214	FBtr0079987	protein_coding	0	1	1	21	1	0	0	10	0	1	1	0	0	0	0	0	0	0	0	1	9
CG4970	FBgn0032364	FBtr0080239	protein_coding	0	3	0	11	0	0	0	1	0	6	0	0	0	0	1	0	0	0	0	2	5
CG4972	FBgn0032217	FBtr0079988	protein_coding	0	4	1	26	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	4	20
CG4975	FBgn0034266	FBtr0299816	protein_coding	0	0	0	25	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3
CG4975	FBgn0034266	FBtr0340274	protein_coding	0	0	0	36	0	0	0	15	0	18	0	0	0	0	0	0	0	0	0	0	3
CG4982	FBgn0036598	FBtr0075469	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
CG4983	FBgn0032371	FBtr0080253	protein_coding	0	0	0	110	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	26
CG4983	FBgn0032371	FBtr0340565	protein_coding	0	0	0	119	10	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	26
CG4984	FBgn0034267	FBtr0086862	protein_coding	0	0	0	36	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	0	4
CG4984	FBgn0034267	FBtr0299817	protein_coding	0	0	0	36	0	0	0	15	0	18	0	0	0	0	0	0	0	0	0	0	3
CG4984	FBgn0034267	FBtr0301182	protein_coding	0	0	0	36	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	0	4
CG4984	FBgn0034267	FBtr0301183	protein_coding	0	0	0	36	0	0	0	15	0	18	0	0	0	0	0	0	0	0	0	0	3
CG4988	FBgn0032372	FBtr0080254	protein_coding	0	1	1	199	1	0	2	79	0	0	1	0	0	0	1	0	0	0	0	0	117
CG4991	FBgn0030817	FBtr0074384	protein_coding	0	1	0	21	0	0	1	3	0	6	0	0	0	0	1	0	0	0	0	1	11
CG4991	FBgn0030817	FBtr0074385	protein_coding	0	1	0	21	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	18
CG4991	FBgn0030817	FBtr0334460	protein_coding	0	1	0	21	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	18
CG4991	FBgn0030817	FBtr0334461	protein_coding	0	1	0	21	0	0	1	3	0	6	0	0	0	0	1	0	0	0	0	1	11
CG4991	FBgn0030817	FBtr0340358	protein_coding	0	1	0	30	0	0	0	3	0	20	0	0	0	0	1	0	0	0	0	1	7
CG4995	FBgn0032219	FBtr0079989	protein_coding	0	0	0	23	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0
CG4995	FBgn0032219	FBtr0079990	protein_coding	0	0	0	23	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0
CG4995	FBgn0032219	FBtr0079991	protein_coding	0	1	0	23	0	1	1	17	0	1	0	0	0	0	0	0	0	0	0	0	4
CG4995	FBgn0032219	FBtr0331665	protein_coding	0	0	0	23	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	5
